web-scraper-order,web-scraper-start-url,pagination,PLZ,Stadt,Stadtteil,Landkreis,Bundesland
"1632988501-15517","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","55569","Langenthal","","Kreis Bad Kreuznach","Rheinland-Pfalz"
"1632988485-14981","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","674336743467435","Neustadt/Weinstraße","","","Rheinland-Pfalz"
"1632988501-15513","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","55546","Volxheim","","Kreis Bad Kreuznach","Rheinland-Pfalz"
"1632988485-14560","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","63110","Rodgau","","Kreis Offenbach","Hessen"
"1632988522-16362","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","31603","Diepenau","","Kreis Nienburg/Weser","Niedersachsen"
"1632988501-15827","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","59379","Selm","","Kreis Unna","Nordrhein-Westfalen"
"1632988485-14988","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","67471","Elmstein","","Kreis Bad Dürkheim","Rheinland-Pfalz"
"1632988440-12083","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","96160","Geiselwind","","Kreis Kitzingen","Bayern"
"1632988538-17542","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","24999","Wees","","Kreis Schleswig-Flensburg","Schleswig-Holstein"
"1632988485-14835","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","66636","Tholey","","Kreis Sankt Wendel","Saarland"
"1632988440-11953","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","9510095158","Kirchenlamitz","","Kreis Wunsiedel i. Fichtelgebirge","Bayern"
"1632988522-16716","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","36326","Antrifttal","","Vogelsbergkreis","Hessen"
"1632988457-12604","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","8236282407","Wielenbach","","Kreis Weilheim-Schongau","Bayern"
"1632988538-17473","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","2481124848","Owschlag","","Kreis Rendsburg-Eckernförde","Schleswig-Holstein"
"1632988485-14581","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","63546","Hammersbach","","Main-Kinzig-Kreis","Hessen"
"1632988473-13929","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","74177","Bad Friedrichshall","","Kreis Heilbronn","Baden-Württemberg"
"1632988473-14472","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","79739","Schwörstadt","","Kreis Lörrach","Baden-Württemberg"
"1632988546-18363","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","165151655216567","Mühlenbecker Land","","Kreis Oberhavel","Brandenburg"
"1632988423-11011","https://home.meinestadt.de/deutschland/plz-0","","066280664706648","Lanitz-Hassel-Tal","","Burgenlandkreis","Sachsen-Anhalt"
"1632988473-13841","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","73249","Wernau/Neckar","","Kreis Esslingen","Baden-Württemberg"
"1632988457-12724","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","83435","Bad Reichenhall","","Kreis Berchtesgadener Land","Bayern"
"1632988457-13522","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","89353","Glött","","Kreis Dillingen a.d. Donau","Bayern"
"1632988501-15600","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","5629956330","Kobern-Gondorf","","Kreis Mayen-Koblenz","Rheinland-Pfalz"
"1632988457-12571","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","8222382275","Emmering Kr. Fürstenfeldbruck","","Kreis Fürstenfeldbruck","Bayern"
"1632988485-15026","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","67691","Hochspeyer","","Kreis Kaiserslautern","Rheinland-Pfalz"
"1632988546-18079","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","18465","Drechow","","Kreis Vorpommern-Rügen","Mecklenburg-Vorpommern"
"1632988522-16914","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","38559","Wagenhoff","","Kreis Gifhorn","Niedersachsen"
"1632988440-12328","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","97792","Riedenberg","","Kreis Bad Kissingen","Bayern"
"1632988423-11213","https://home.meinestadt.de/deutschland/plz-0","","09217","Burgstädt","","Kreis Mittelsachsen","Sachsen"
"1632988485-14803","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","66386","St. Ingbert","","Saarpfalz-Kreis","Saarland"
"1632988546-18006","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","17379","Ferdinandshof","","Kreis Vorpommern-Greifswald","Mecklenburg-Vorpommern"
"1632988538-17113","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","21680216822168321684","Stade","","Kreis Stade","Niedersachsen"
"1632988538-17469","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","24805","Prinzenmoor","","Kreis Rendsburg-Eckernförde","Schleswig-Holstein"
"1632988546-18349","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","16248","Liepe b. Eberswalde-Finow","","Kreis Barnim","Brandenburg"
"1632988423-11261","https://home.meinestadt.de/deutschland/plz-0","","09468","Geyer","","Erzgebirgskreis","Sachsen"
"1632988473-14503","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","79879","Wutach","","Kreis Waldshut","Baden-Württemberg"
"1632988546-18413","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","1719217219","Schloen-Dratow","","Kreis Mecklenburgische Seenplatte","Mecklenburg-Vorpommern"
"1632988522-16884","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","38468","Ehra-Lessien","","Kreis Gifhorn","Niedersachsen"
"1632988457-13238","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","86980","Ingenried","","Kreis Weilheim-Schongau","Bayern"
"1632988485-15005","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","67587","Wintersheim","","Kreis Mainz-Bingen","Rheinland-Pfalz"
"1632988457-13477","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","89173","Lonsee","","Alb-Donau-Kreis","Baden-Württemberg"
"1632988457-13232","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","8697186989","Peiting","","Kreis Weilheim-Schongau","Bayern"
"1632988485-14987","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","67468","Neidenfels","","Kreis Bad Dürkheim","Rheinland-Pfalz"
"1632988501-15840","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","59555595565955759558","Lippstadt","","Kreis Soest","Nordrhein-Westfalen"
"1632988457-13234","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","86974","Apfeldorf","","Kreis Landsberg a. Lech","Bayern"
"1632988423-11111","https://home.meinestadt.de/deutschland/plz-0","","0795007955","Auma-Weidatal","","Kreis Greiz","Thüringen"
"1632988485-14756","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","65520","Bad Camberg","","Kreis Limburg-Weilburg","Hessen"
"1632988538-17968","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","29599","Weste","","Kreis Uelzen","Niedersachsen"
"1632988440-11557","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91717","Auhausen","","Kreis Donau-Ries","Bayern"
"1632988538-17269","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","23826","Bark","","Kreis Segeberg","Schleswig-Holstein"
"1632988501-15797","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","58455","Witten","Witten-Heven","Ennepe-Ruhr-Kreis","Nordrhein-Westfalen"
"1632988522-16877","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","38458","Velpke","","Kreis Helmstedt","Niedersachsen"
"1632988538-17457","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","24794","Borgstedt","","Kreis Rendsburg-Eckernförde","Schleswig-Holstein"
"1632988538-17505","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","2487824884","Lottorf","","Kreis Schleswig-Flensburg","Schleswig-Holstein"
"1632988501-15561","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","56132","Miellen","","Rhein-Lahn-Kreis","Rheinland-Pfalz"
"1632988485-14516","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","60386","Frankfurt am Main","Frankfurt am Main-Fechenheim","","Hessen"
"1632988440-12000","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","95367","Trebgast","","Kreis Kulmbach","Bayern"
"1632988511-16151","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","48324","Sendenhorst","","Kreis Warendorf","Nordrhein-Westfalen"
"1632988538-17017","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","21029","Hamburg","Hamburg-Bergedorf","",""
"1632988538-17428","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","24626","Groß Kummerfeld","","Kreis Segeberg","Schleswig-Holstein"
"1632988522-16335","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","31185","Söhlde","","Kreis Hildesheim","Niedersachsen"
"1632988473-13643","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","71292","Friolzheim","","Enzkreis","Baden-Württemberg"
"1632988457-12835","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","84189","Wurmsham","","Kreis Landshut","Bayern"
"1632988522-16887","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","38473","Tiddische","","Kreis Gifhorn","Niedersachsen"
"1632988538-17481","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","2483724850","Schuby","","Kreis Schleswig-Flensburg","Schleswig-Holstein"
"1632988522-16318","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","31008","Elze","","Kreis Hildesheim","Niedersachsen"
"1632988457-12585","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","82284","Grafrath","","Kreis Fürstenfeldbruck","Bayern"
"1632988440-12295","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","97657","Sandberg","","Kreis Rhön-Grabfeld","Bayern"
"1632988522-16459","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","33161","Hövelhof","","Kreis Paderborn","Nordrhein-Westfalen"
"1632988501-15333","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","54298","Eisenach b. Trier","","Eifelkreis Bitburg-Prüm","Rheinland-Pfalz"
"1632988440-11453","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91320","Ebermannstadt","","Kreis Forchheim","Bayern"
"1632988485-15064","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","67806","Teschenmoschel","","Donnersbergkreis","Rheinland-Pfalz"
"1632988511-16086","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","47198","Duisburg","Duisburg-Hochheide","","Nordrhein-Westfalen"
"1632988457-13535","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","89423","Gundelfingen a.d. Donau","","Kreis Dillingen a.d. Donau","Bayern"
"1632988511-16181","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","48691","Vreden","","Kreis Borken","Nordrhein-Westfalen"
"1632988440-12175","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","97228","Rottendorf","","Kreis Würzburg","Bayern"
"1632988546-18124","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","1924619260","Kogel b. Zarretin","","Kreis Ludwigslust-Parchim","Mecklenburg-Vorpommern"
"1632988522-16372","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","31623","Drakenburg","","Kreis Nienburg/Weser","Niedersachsen"
"1632988538-17841","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","27619","Schiffdorf","","Kreis Cuxhaven","Niedersachsen"
"1632988501-15554","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","56072","Koblenz","Koblenz-Güls","","Rheinland-Pfalz"
"1632988457-12533","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","81369","München","München-Sendling-Westpark","","Bayern"
"1632988423-10780","https://home.meinestadt.de/deutschland/plz-0","","03050","Cottbus","Cottbus-Madlow","","Brandenburg"
"1632988440-12028","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","95517","Emtmannsberg","","Kreis Bayreuth","Bayern"
"1632988501-15259","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","53173","Bonn","Bonn-Villenviertel","","Nordrhein-Westfalen"
"1632988522-16495","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","33813","Oerlinghausen","","Kreis Lippe","Nordrhein-Westfalen"
"1632988423-11049","https://home.meinestadt.de/deutschland/plz-0","","07318","Wittgendorf b. Saalfeld","","Kreis Saalfeld-Rudolstadt","Thüringen"
"1632988440-11589","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91798","Höttingen","","Kreis Weißenburg-Gunzenhausen","Bayern"
"1632988440-11843","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","94164","Sonnen","","Kreis Passau","Bayern"
"1632988485-14601","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","63688","Gedern","","Wetteraukreis","Hessen"
"1632988522-16976","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","39365","Harbke","","Kreis Börde","Sachsen-Anhalt"
"1632988546-18033","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","180551805718059180691810618107181091811918146181471818118182","Rostock","","","Mecklenburg-Vorpommern"
"1632988457-13248","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","87459","Pfronten","","Kreis Ostallgäu","Bayern"
"1632988473-14010","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","74595","Langenburg","","Kreis Schwäbisch Hall","Baden-Württemberg"
"1632988473-14215","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","77728","Oppenau","","Ortenaukreis","Baden-Württemberg"
"1632988440-11447","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91284","Neuhaus a.d. Pegnitz","","Kreis Nürnberger Land","Bayern"
"1632988423-11271","https://home.meinestadt.de/deutschland/plz-0","","0950909514","Pockau-Lengefeld","","Erzgebirgskreis","Sachsen"
"1632988538-17161","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","22145","Braak","","Kreis Stormarn","Schleswig-Holstein"
"1632988501-15849","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","59889","Eslohe/Sauerland","","Hochsauerlandkreis","Nordrhein-Westfalen"
"1632988538-17524","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","24943","Tastrup","","Kreis Schleswig-Flensburg","Schleswig-Holstein"
"1632988501-15617","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","56338","Braubach","","Rhein-Lahn-Kreis","Rheinland-Pfalz"
"1632988546-18366","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","16548","Glienicke/Nordbahn","","Kreis Oberhavel","Brandenburg"
"1632988423-10725","https://home.meinestadt.de/deutschland/plz-0","","01069","Dresden","Dresden-Südvorstadt-Ost","","Sachsen"
"1632988440-11877","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","94351","Feldkirchen/Niederbayern","","Kreis Straubing-Bogen","Bayern"
"1632988522-16288","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","30179","Hannover","Hannover-Brink-Hafen","Region Hannover","Niedersachsen"
"1632988485-14859","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","6684966894","Langwieden","","Kreis Kaiserslautern","Rheinland-Pfalz"
"1632988440-11803","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","9403694127","Neuburg a. Inn","","Kreis Passau","Bayern"
"1632988457-13396","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","88364","Wolfegg","","Kreis Ravensburg","Baden-Württemberg"
"1632988511-15962","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","445324453444536","Lünen","","Kreis Unna","Nordrhein-Westfalen"
"1632988473-13961","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","7433674357","Brackenheim","","Kreis Heilbronn","Baden-Württemberg"
"1632988538-17769","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","26849","Filsum","","Kreis Leer","Niedersachsen"
"1632988440-12091","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","96172","Mühlhausen/Mittelfranken","","Kreis Erlangen-Höchstadt","Bayern"
"1632988511-16126","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","47877","Willich","","Kreis Viersen","Nordrhein-Westfalen"
"1632988485-14549","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","61276","Weilrod","","Hochtaunuskreis","Hessen"
"1632988501-15236","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","52396","Heimbach/Eifel","","Kreis Düren","Nordrhein-Westfalen"
"1632988511-15965","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","44787","Bochum","Bochum-Mitte","","Nordrhein-Westfalen"
"1632988538-17740","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","26548","Norderney","","Kreis Aurich","Niedersachsen"
"1632988440-11556","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","91710","Gunzenhausen","","Kreis Weißenburg-Gunzenhausen","Bayern"
"1632988485-15083","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","68161","Mannheim","","","Baden-Württemberg"
"1632988522-16802","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","37627","Heinade","","Kreis Holzminden","Niedersachsen"
"1632988501-15736","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","57368","Lennestadt","","Kreis Olpe","Nordrhein-Westfalen"
"1632988546-18302","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","1534516269","Reichenow-Möglin","","Kreis Märkisch-Oderland","Brandenburg"
"1632988457-12945","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","85247","Schwabhausen b. Dachau","","Kreis Dachau","Bayern"
"1632988440-12288","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","97640","Hendungen","","Kreis Rhön-Grabfeld","Bayern"
"1632988457-13212","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","86920","Denklingen","","Kreis Landsberg a. Lech","Bayern"
"1632988522-16415","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","32049","Herford","Herford-Falkendiek","Kreis Herford","Nordrhein-Westfalen"
"1632988501-15359","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","54413","Grimburg","","Kreis Trier-Saarburg","Rheinland-Pfalz"
"1632988546-18178","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","12207","Berlin","Berlin-Lichterfelde","",""
"1632988473-13727","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","72297","Seewald","","Kreis Freudenstadt","Baden-Württemberg"
"1632988538-17643","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","25788","Wallen","","Kreis Dithmarschen","Schleswig-Holstein"
"1632988485-14683","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","64407","Fränkisch-Crumbach","","Odenwaldkreis","Hessen"
"1632988457-13564","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","89605","Altheim b. Ehingen","","Alb-Donau-Kreis","Baden-Württemberg"
"1632988501-15470","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","55257","Budenheim","","Kreis Mainz-Bingen","Rheinland-Pfalz"
"1632988423-11188","https://home.meinestadt.de/deutschland/plz-0","","08543","Pöhl","","Vogtlandkreis","Sachsen"
"1632988423-11019","https://home.meinestadt.de/deutschland/plz-0","","0664706648","Eckartsberga","","Burgenlandkreis","Sachsen-Anhalt"
"1632988546-18380","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","16835","Lindow/Mark","","Kreis Ostprignitz-Ruppin","Brandenburg"
"1632988511-15927","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-4","42499","Hückeswagen","","Oberbergischer Kreis","Nordrhein-Westfalen"
"1632988546-18257","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","14641","Retzow b. Nauen","","Kreis Havelland","Brandenburg"
"1632988538-17495","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","248612587825879","Stapel","","Kreis Schleswig-Flensburg","Schleswig-Holstein"
"1632988501-15775","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","57632","Burglahr","","Kreis Altenkirchen/Westerwald","Rheinland-Pfalz"
"1632988501-15702","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","56825","Kliding","","Kreis Cochem-Zell","Rheinland-Pfalz"
"1632988485-14792","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-6","66111661136611566117661196612166123661256612666127661286612966130661316613266133","Saarbrücken","","Regionalverband Saarbrücken","Saarland"
"1632988522-16315","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-3","30974","Wennigsen (Deister)","","Region Hannover","Niedersachsen"
"1632988457-12637","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","82449","Uffing a. Staffelsee","","Kreis Garmisch-Partenkirchen","Bayern"
"1632988538-17091","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","2148321493","Gülzow/Kr. Hzgt. Lauenburg","","Kreis Herzogtum Lauenburg","Schleswig-Holstein"
"1632988440-12382","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","98559","Gehlberg","","Ilm-Kreis","Thüringen"
"1632988473-13887","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","734897457974597","Jagstzell","","Ostalbkreis","Baden-Württemberg"
"1632988501-15328","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","54292","Trier","Trier-Nord","","Rheinland-Pfalz"
"1632988423-11052","https://home.meinestadt.de/deutschland/plz-0","","07333","Unterwellenborn","","Kreis Saalfeld-Rudolstadt","Thüringen"
"1632988423-11257","https://home.meinestadt.de/deutschland/plz-0","","09437","Börnichen/Erzgebirge","","Erzgebirgskreis","Sachsen"
"1632988538-17694","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","25946","Norddorf auf Amrum","","Kreis Nordfriesland","Schleswig-Holstein"
"1632988501-15315","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","5387953881","Euskirchen","","Kreis Euskirchen","Nordrhein-Westfalen"
"1632988457-12727","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-8","83457","Bayerisch Gmain","","Kreis Berchtesgadener Land","Bayern"
"1632988538-17003","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","20097","Hamburg","Hamburg-Hammerbrook","",""
"1632988423-10751","https://home.meinestadt.de/deutschland/plz-0","","02794","Leutersdorf (Oberlausitz)","","Kreis Görlitz","Sachsen"
"1632988473-14024","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-7","74731","Walldürn","","Neckar-Odenwald-Kreis","Baden-Württemberg"
"1632988501-15594","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","56290","Beltheim","","Rhein-Hunsrück-Kreis","Rheinland-Pfalz"
"1632988538-17027","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-2","21109","Hamburg","Hamburg-Wilhelmsburg","",""
"1632988440-11365","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-9","90482","Nürnberg","Nürnberg-Mögeldorf","","Bayern"
"1632988501-15436","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","54646","Hisel","","Eifelkreis Bitburg-Prüm","Rheinland-Pfalz"
"1632988546-18299","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-1","15345","Prötzel","","Kreis Märkisch-Oderland","Brandenburg"
"1632988501-15299","https://home.meinestadt.de/deutschland/plz-0","https://home.meinestadt.de/deutschland/plz-5","53572","Bruchhausen","","Kreis Neuwied","Rheinland-Pfalz"
